name,model,price,country,mileage,registration,transmission,power,fueltype,Citigo,Enyaq iV,Fabia,Kamiq,Karoq,Kodiaq,Octavia,Rapid,Scala,Superb,Yeti,Automat,Manuál,Benzín,CNG,Diesel,Elektřina,Hybrid,LPG,Ostatní paliva
Skoda Octavia 2.0 TDI Green Tec Ambition 110 kW,Octavia,569490,Německo,64100,2019,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb 2.0 TDI Tec Ambition 110 kW,Superb,852990,Německo,18710,2021,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Superb 2.0 TSI 4x4 DSG L&K 200 kW,Superb,1087990,Německo,22400,2021,Automat,200,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Superb 110 kW,Superb,779990,Itálie,15800,2021,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,621990,Německo,13815,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1032490,Německo,27600,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 1.5 TSI DSG Ambition 96 kW,Octavia,534490,Španělsko,6015,2019,Automat,96,CNG,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Skoda Enyaq iV 80 150 kW,Enyaq iV,1220990,Francie,9500,2021,Automat,150,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Fabia 1.2 TSI Green Tec 77 kW,Fabia,141490,Německo,119000,2012,Manuál,77,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,713490,Německo,25690,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG Style 110 kW,Karoq,778490,Německo,11300,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,1033990,Německo,27600,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,1035990,Německo,27056,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 1.6 TDI DSG Ambition 85 kW,Scala,534490,Španělsko,19994,2020,Automat,85,Diesel,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,584990,Německo,3838,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Enyaq iV 80 150 kW,Enyaq iV,1398490,Německo,6500,2021,Automat,150,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Kamiq 1.0 TSI Ambition 81 kW,Kamiq,503990,Španělsko,28068,2021,Manuál,81,Benzín,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Yeti 1.4 TSI DSG Ambition 92 kW,Yeti,371490,Německo,116000,2016,Automat,92,Benzín,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Skoda Fabia 81 kW,Fabia,407990,Slovensko,9900,2022,Manuál,81,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 110 kW,Superb,727490,Německo,24425,2020,Manuál,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,507990,Německo,12500,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 2.0 TDI Green Tec Ambition 110 kW,Octavia,443990,Německo,127300,2018,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 110 kW,Octavia,501490,Slovensko,14587,2019,Automat,110,Benzín,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,683490,Německo,11000,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,998490,Německo,20700,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Yeti 1.2 TSI DSG Ambition 77 kW,Yeti,253490,Německo,116760,2014,Automat,77,Benzín,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI 71 kW,Fabia,322490,Švédsko,25000,2019,Manuál,71,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 1.4 TSI IV Sportline 157 kW,Superb,905490,Belgie,32000,2020,Automat,157,Hybrid,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Skoda Citigo 1.0 MPI 44 kW,Citigo,238490,Rakousko,22300,2017,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 147 kW,Superb,1162490,Německo,21300,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Kodiaq 2.0 TDI DSG Active 110 kW,Kodiaq,761990,Německo,48295,2019,Automat,110,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 2.0 TDI DPF DSG 103 kW,Octavia,245490,Německo,119800,2013,Automat,103,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,698990,Německo,2000,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb Combi 2.0 TDI Green Tec Business Edition 110 kW,Superb,739490,Francie,20850,2021,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Kodiaq 2.0 4x4 DSG RS 176 kW,Kodiaq,1288490,Francie,18791,2020,Automat,176,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Enyaq iV 80 150 kW,Enyaq iV,1446990,Německo,990,2021,Automat,150,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Fabia 55 kW,Fabia,348490,Španělsko,2392,2020,Manuál,55,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb Combi 2.0 TDI Green Tec Business Edition 110 kW,Superb,571990,Německo,58499,2019,Manuál,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,649490,Německo,13980,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 147 kW,Superb,1033990,Německo,22760,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Citigo 1.0 MPI Active 44 kW,Citigo,120990,Německo,100000,2015,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,970990,Německo,24432,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala Style 110 kW,Scala,559490,Německo,14200,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb Combi 2.0 TDI Green Tec Business Edition 110 kW,Superb,582990,Německo,30950,2019,Manuál,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Skoda Kamiq 1.5 TSI DSG Style 110 kW,Kamiq,700490,Belgie,5000,2021,Automat,110,Benzín,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,980990,Německo,21158,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI DSG 85 kW,Scala,546990,Německo,4117,2020,Automat,85,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Superb 2.0 TDI Green Tec Style 110 kW,Superb,520490,Německo,117794,2018,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Scala 1.0 TSI Ambition 85 kW,Scala,409990,Španělsko,21307,2020,Manuál,85,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 1.0 TSI Tec Ambition 81 kW,Octavia,551990,Francie,19204,2021,Automat,81,Benzín,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Yeti 2.0 TDI 4x4 Ambition 81 kW,Yeti,327990,Slovensko,134623,2017,Manuál,81,Diesel,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Skoda Karoq 1.0 TSI DSG Style 85 kW,Karoq,536490,Francie,45279,2018,Automat,85,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,1035990,Německo,24186,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.0 TSI Ambition 85 kW,Karoq,489990,Švédsko,22000,2019,Manuál,85,Benzín,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Rapid 77 kW,Rapid,228990,Německo,125000,2014,Manuál,77,Benzín,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 2.0 TSI DSG Ambition 140 kW,Superb,865990,Německo,25623,2021,Automat,140,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Fabia 1.2 TSI Green Tec Joy 81 kW,Fabia,244490,Slovensko,132910,2017,Manuál,81,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala 1.6 TDI DSG Ambition 85 kW,Scala,553990,Itálie,16606,2021,Automat,85,Diesel,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Skoda Yeti 2.0 TDI 81 kW,Yeti,257490,Německo,111271,2013,Manuál,81,Diesel,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Skoda Superb 147 kW,Superb,1058990,Německo,27389,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG Style 110 kW,Karoq,778490,Německo,6000,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Superb 147 kW,Superb,1035990,Německo,27633,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 2.0 TDI 4x4 DSG 135 kW,Octavia,593490,Slovensko,40000,2019,Automat,135,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala 1.6 TDI DSG Ambition 85 kW,Scala,534490,Španělsko,16989,2020,Automat,85,Diesel,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala 1.0 TSI DSG Ambition 81 kW,Scala,509490,Španělsko,16935,2021,Automat,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 1.5 TSI ACT DSG 110 kW,Kodiaq,984990,Německo,2500,2021,Automat,110,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 1.0 TSI DSG Ambition 81 kW,Scala,524490,Španělsko,22000,2021,Automat,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,698990,Německo,9999,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI 70 kW,Fabia,409990,Francie,13400,2021,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia TDI 85 kW,Octavia,653490,Francie,9500,2020,Manuál,85,Diesel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Enyaq iV 80 150 kW,Enyaq iV,1296990,Francie,9000,2021,Automat,150,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Superb 1.5 TSI ACT DSG Active 110 kW,Superb,456990,Německo,40322,2018,Automat,110,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Superb 2.0 TDI 110 kW,Superb,481990,Německo,67263,2019,Manuál,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,728990,Polsko,20600,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Enyaq iV 60 132 kW,Enyaq iV,977490,Francie,1000,2021,Automat,132,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Citigo 1.0 MPI 55 kW,Citigo,128990,Německo,137000,2013,Manuál,55,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1215490,Německo,10627,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Yeti 1.4 TSI Green Tec Joy 92 kW,Yeti,334990,Německo,142900,2017,Manuál,92,Benzín,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Skoda Superb 2.0 TDI DSG Style 110 kW,Superb,485990,Francie,87438,2017,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG Ambition 110 kW,Karoq,600490,Španělsko,37473,2018,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 1.6 TDI Ambition 85 kW,Scala,493990,Španělsko,24415,2020,Manuál,85,Diesel,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,620990,Německo,10530,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 2.0 TDI Tec DSG 110 kW,Octavia,358490,Francie,98967,2016,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb 147 kW,Superb,1061990,Německo,24450,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 150 kW,Octavia,840490,Francie,19634,2021,Automat,150,Hybrid,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Skoda Kodiaq 2.0 TDI 4x4 DSG 110 kW,Kodiaq,1020990,Německo,13000,2021,Automat,110,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,970490,Německo,22300,2020,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Superb Combi 2.0 TDI Green Tec Business Edition 110 kW,Superb,764990,Francie,13850,2021,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Rapid 70 kW,Rapid,291990,Polsko,57075,2018,Manuál,70,Benzín,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,803990,Německo,4890,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Citigo 1.0 MPI 44 kW,Citigo,207490,Německo,61526,2017,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW,Octavia,984490,Německo,25280,2021,Automat,147,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Rapid 85 kW,Rapid,281490,Polsko,110000,2017,Manuál,85,Diesel,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Scala 1.0 TSI Ambition 81 kW,Scala,473990,Španělsko,9048,2021,Manuál,81,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Superb 2.0 TSI 4x4 DSG L&K 200 kW,Superb,1060990,Německo,20088,2021,Automat,200,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,497990,Polsko,7500,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1099490,Německo,14741,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG Soleil 140 kW,Kodiaq,967490,Německo,23054,2020,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Superb 147 kW,Superb,1047990,Německo,32200,2021,Automat,147,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Scala 110 kW,Scala,649990,Německo,17852,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Karoq 1.0 TSI Ambition 85 kW,Karoq,467990,Švédsko,44110,2018,Manuál,85,Benzín,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Yeti 1.2 TSI 77 kW,Yeti,225490,Německo,99900,2013,Manuál,77,Benzín,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Skoda Octavia 2.0l TDI 85 kW,Octavia,625490,Francie,7795,2021,Manuál,85,Diesel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Octavia 2.0 TDI Green Tec Joy 110 kW,Octavia,632990,Švédsko,37900,2020,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb 2.0 TDI Active 110 kW,Superb,546990,Německo,48045,2019,Manuál,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Skoda Superb 110 kW,Superb,474490,Polsko,61504,2018,Automat,110,Benzín,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Skoda Enyaq iV 80 150 kW,Enyaq iV,1388490,Francie,8500,2021,Automat,150,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Superb 2.0 TDI Style 110 kW,Superb,442490,Rakousko,84000,2016,Manuál,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Skoda Superb 2.0 TDI Green Tec Style 110 kW,Superb,544490,Německo,113846,2017,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Scala 1.6 TDI DSG Ambition 85 kW,Scala,541490,Itálie,14743,2021,Automat,85,Diesel,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Skoda Kamiq 1.0 TSI DSG Ambition 81 kW,Kamiq,533990,Francie,6867,2021,Automat,81,Benzín,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,713990,Německo,26854,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Rapid 90 kW,Rapid,287490,Německo,84000,2014,Automat,90,Benzín,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala Style 110 kW,Scala,541490,Německo,28848,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI Clever 70 kW,Fabia,238490,Francie,73210,2018,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Rapid 66 kW,Rapid,242490,Polsko,137950,2017,Manuál,66,Diesel,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Karoq 2.0 TDI SCR Style 110 kW,Karoq,670990,Francie,33533,2019,Manuál,110,Diesel,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Skoda Kodiaq 147 kW,Kodiaq,1215990,Německo,14759,2021,Automat,147,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Superb Combi 2.0 TDI Green Tec Sportline Business 110 kW,Superb,512490,Německo,113400,2017,Automat,110,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Citigo 1.0 MPI Active 44 kW,Citigo,185490,Rakousko,79577,2018,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,965990,Německo,28154,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,984490,Německo,20900,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Superb Combi 2.0 TDI Green Tec L&K Business 140 kW,Superb,714490,Německo,24000,2018,Automat,140,Diesel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Skoda Scala Style 110 kW,Scala,598490,Německo,19246,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,981990,Německo,19000,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Fabia 1.2 TSI 66 kW,Fabia,298490,Německo,43400,2017,Manuál,66,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Yeti 1.2 TSI 81 kW,Yeti,335990,Německo,97900,2017,Manuál,81,Benzín,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Skoda Octavia 81 kW,Octavia,585490,Itálie,9800,2021,Automat,81,Hybrid,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Skoda Citigo 1.0 MPI Tec Clever 44 kW,Citigo,238990,Francie,16530,2019,Manuál,44,Benzín,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI Monte Carlo 70 kW,Fabia,382490,Francie,11641,2021,Manuál,70,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Enyaq iV 80 150 kW,Enyaq iV,1144990,Francie,15890,2021,Automat,150,Elektřina,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Skoda Karoq 1.5 TSI ACT 110 kW,Karoq,550490,Švédsko,33550,2018,Manuál,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia TSI 81kW Tec Style 81 kW,Fabia,427490,Německo,25313,2020,Manuál,81,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 TSI ACT 4x4 DSG 140 kW,Kodiaq,1036490,Německo,30243,2021,Automat,140,Benzín,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW,Octavia,979990,Německo,24600,2021,Automat,147,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Octavia 2.0l TDI DSG 4x4 147 kW,Octavia,1009990,Německo,25700,2021,Automat,147,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Kamiq 1.0 TSI DSG 81 kW,Kamiq,549490,Francie,3000,2021,Automat,81,Benzín,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Karoq 1.5 TSI ACT DSG 110 kW,Karoq,713990,Francie,5400,2021,Automat,110,Benzín,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Scala 110 kW,Scala,644990,Německo,3778,2021,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Scala Style 110 kW,Scala,605990,Německo,14500,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Kamiq 1.5 TSI DSG Ambition 110 kW,Kamiq,561990,Španělsko,17900,2021,Automat,110,Benzín,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Skoda Kodiaq 2.0 4x4 DSG RS 176 kW,Kodiaq,1233490,Lucembursko,28800,2020,Automat,176,Diesel,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Skoda Scala Ambition 110 kW,Scala,506990,Německo,11707,2020,Manuál,110,Benzín,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Skoda Rapid 70 kW,Rapid,270990,Polsko,61281,2017,Manuál,70,Benzín,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia 81 kW,Fabia,520990,Německo,200,2022,Manuál,81,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Fabia 1.0 TSI 81 kW,Fabia,223990,Polsko,141300,2018,Manuál,81,Benzín,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Skoda Octavia 2.0 TDI 4x4 DSG 110 kW,Octavia,495990,Itálie,124400,2018,Automat,110,Diesel,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
